"_raw","_time",action,adom,"adom_oid",advpnsc,app,appcat,assignip,auditid,auditreporttype,auditscore,audittime,"authentication_service",bandwidth,body,bytes,"bytes_in","bytes_out",cfgattr,cfgobj,cfgpath,cfgtid,"change_type",changes,cookies,cpu,"cpu_load_percent",cpuusage,craction,criticalcount,crlevel,crscore,date,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",desc,dest,"dest_interface","dest_ip","dest_ip_range","dest_mac","dest_port","dest_translated_ip","dest_translated_port","dest_zone",devid,devname,devtype,dir,disk,disk2usage,disklograte,diskusage,dstcountry,dstdevtype,dstfamily,dsthwvendor,dsthwversion,dstintf,dstintfrole,dstip,dstmac,dstosname,dstport,dstserver,dstswversion,dstuuid,duration,durationdelta,dvc,"error_num",espauth,esptransform,eventtime,eventtype,exch,fazlograte,fctuid,freediskstorage,from,"ftnt_action",group,highcount,host,id,identifier,"in_spi",index,init,interface,itime,"lease_duration",level,linecount,locip,locport,"log_action","log_id",logdesc,"logdev_id","logdev_last_logging","logdev_name","logdev_offline_duration",logid,lograte,logratelimit,logratepeak,logver,lowcount,masterdstmac,mastersrcmac,mediumcount,mem,"mem_free","mem_used",memusage,method,mode,msg,msgrate,nextstat,object,"object_attrs","object_category","object_id","object_path",operation,"out_spi",outintf,packets,"packets_in","packets_out",passedcount,"peer_notif","performed_on",policyid,policyname,policytype,poluuid,pri,product,"product_version",profile,proto,protocol,"protocol_version",punct,rcvdbyte,rcvddelta,rcvdpkt,rcvdpktdelta,reason,remip,remport,"resource_type",result,role,rule,"rule_id",sentbyte,sentdelta,sentpkt,sentpktdelta,seq,service,"session_id",sessionid,setuprate,severity,"severity_id",signature,sn,source,sourcetype,spi,"splunk_server","splunk_server_group",src,"src_interface","src_ip","src_ip_from_ui","src_ip_range","src_mac","src_port","src_port_range","src_translated_ip","src_translated_port","src_user","src_user_name","src_user_type","src_zone",srccountry,srchwvendor,srcintf,srcintfrole,srcip,srcmac,srcport,srcserver,srcuuid,ssid,stage,state,status,stitch,stitchaction,subtype,sysuptime,tag,"tag::action","tag::app","tag::eventtype","tag::object_category","tcp_flag",time,timeendpos,timestamp,timestartpos,total,totalsession,trandisp,tranip,tranport,transip,transport,trigger,tunnelid,tunnelip,tunnelname,tunneltype,type,tz,ui,used,user,"user_from","user_name","user_type",useralt,userfrom,vd,vendor,"vendor_action","vendor_eventtype","vendor_product","vendor_status","vendor_transport","vendor_url",version,vpntunnel,vpntype,waninfo,wifi,xauthgroup,xauthuser
"Nov  1 11:24:09 172.24.176.50 logver=704042662 timestamp=1761996245 devname=""PTTS_ORD_FW_01"" devid=""FG200FT923922883"" vd=""root"" date=2025-11-01 time=11:24:05 eventtime=1761963845096498097 tz=""+0900"" logid=""0100044547"" type=""event"" subtype=""system"" level=""information"" logdesc=""Object attribute configured"" user=""SECMON"" ui=""GUI(192.168.25.123)"" action=""Edit"" cfgtid=12649018 cfgpath=""system.admin"" cfgobj=""SECMON"" cfgattr=""password-expire[2025-10-01 21:43:13->2026-01-30 11:24:02\]password[*\]"" msg=""Edit system.admin SECMON""","2025-11-01T11:24:09.000+0900",modified,,,,,,,,,,,,,"Edit system.admin SECMON",,,,"password-expire[2025-10-01 21:43:13->2026-01-30 11:24:02\]password[*\]",SECMON,"system.admin",12649018,"network_config",,,,,,,,,,"2025-11-01",11,1,24,november,9,saturday,2025,local,,"PTTS_ORD_FW_01",,,,,,,,,FG200FT923922883,"PTTS_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PTTS_ORD_FW_01",,,,1761963845096498097,"ftnt_fortigate ftnt_fortigate_config_change ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100044547,,,fw,,,,,information,1,,,Edit,,"Object attribute configured",,,,,0100044547,,,,704042662,,,,,,,,,,,"Edit system.admin SECMON",,,SECMON,"password-expire[2025-10-01 21:43:13->2026-01-30 11:24:02\]password[*\]",configuration,12649018,"system.admin",,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Object attribute configured",,,,,,,,,,,,,informational,6,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"192.168.25.123",,"192.168.25.123","192.168.25.123",,,,,,,SECMON,SECMON,,,,,,,,,,,,,,,success,,,system,,"change
network",,,"change
network",,,"11:24:05",16,1761996245,0,,,,,,,,,,,,,event,"+0900","GUI(192.168.25.123)",,SECMON,,SECMON,,,,root,Fortinet,Edit,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 11:24:02 172.24.176.50 logver=704042662 timestamp=1761996242 devname=""PTTS_ORD_FW_01"" devid=""FG200FT923922883"" vd=""MGT"" date=2025-11-01 time=11:24:02 eventtime=1761963842468732090 tz=""+0900"" logid=""0100032102"" type=""event"" subtype=""system"" level=""alert"" logdesc=""Configuration changed"" user=""SECMON"" ui=""https(192.168.25.123)"" msg=""Configuration is changed in the admin session""","2025-11-01T11:24:02.000+0900",modified,,,,,,,,,,,,,"Configuration is changed in the admin session",,,,,,,,"network_config",,,,,,,,,,"2025-11-01",11,1,24,november,2,saturday,2025,local,,"PTTS_ORD_FW_01",,,,,,,,,FG200FT923922883,"PTTS_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PTTS_ORD_FW_01",,,,1761963842468732090,"ftnt_fortigate ftnt_fortigate_config_change ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100032102,,,fw,,,,,alert,1,,,modified,,"Configuration changed",,,,,0100032102,,,,704042662,,,,,,,,,,,"Configuration is changed in the admin session",,,"admin session",,configuration,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Configuration changed",,,,,,,,,,,,,critical,1,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"192.168.25.123",,"192.168.25.123","192.168.25.123",,,,,,,SECMON,SECMON,,,,,,,,,,,,,,,success,,,system,,"change
network",,,"change
network",,,"11:24:02",16,1761996242,0,,,,,,,,,,,,,event,"+0900","https(192.168.25.123)",,SECMON,,SECMON,,,,MGT,Fortinet,,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 10:57:32 172.28.174.30 timestamp=1761962249 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761962249 date=""2025-11-01"" time=""10:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=451/sec, msgrate=159/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=451 msgrate=159 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=11 diskusage=1 disk2usage=0","2025-11-01T10:57:32.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=451/sec, msgrate=159/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",10,1,57,november,32,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",10,,,fw,,,1761962249,,,1,,,Stats,0001010081,,,,,,10,451,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=451/sec, msgrate=159/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",159,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"10:57:29",16,1761962249,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 10:26:01 172.24.176.50 logver=704042662 timestamp=1761992750 devname=""RTTS_ORD_FW_01"" devid=""FG200FT923922785"" vd=""MGT"" date=2025-11-01 time=10:25:50 eventtime=1761960350565965540 tz=""+0900"" logid=""0100022901"" type=""event"" subtype=""system"" level=""notice"" logdesc=""FortiAnalyzer connection up"" action=""connect"" status=""success"" msg=""Connected to FortiAnalyzer 172.24.176.50""","2025-11-01T10:26:01.000+0900",,,,,,,,,,,,,,"Connected to FortiAnalyzer 172.24.176.50",,,,,,,,,,,,,,,,,,"2025-11-01",10,1,26,november,1,saturday,2025,local,,,,,,,,,,,FG200FT923922785,"RTTS_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"RTTS_ORD_FW_01",,,,1761960350565965540,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100022901,,,fw,,,,,notice,1,,,connect,,"FortiAnalyzer connection up",,,,,0100022901,,,,704042662,,,,,,,,,,,"Connected to FortiAnalyzer 172.24.176.50",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"FortiAnalyzer connection up",,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,success,,,system,,,,,,,,"10:25:50",16,1761992750,0,,,,,,,,,,,,,event,"+0900",,,,,,,,,MGT,Fortinet,connect,,"Fortinet Firewall",success,,,,,,,,,
"Nov  1 10:26:01 172.24.176.50 logver=704042662 timestamp=1761992717 devname=""RTTS_ORD_FW_01"" devid=""FG200FT923922785"" vd=""MGT"" date=2025-11-01 time=10:25:17 eventtime=1761960316728516467 tz=""+0900"" logid=""0100053400"" type=""event"" subtype=""system"" level=""notice"" logdesc=""Central Management connectivity is active"" action=""connect"" status=""success"" msg=""Connected to FortiManager ::ffff:172.28.174.31""","2025-11-01T10:26:01.000+0900",,,,,,,,,,,,,,"Connected to FortiManager ::ffff:172.28.174.31",,,,,,,,,,,,,,,,,,"2025-11-01",10,1,26,november,1,saturday,2025,local,,,,,,,,,,,FG200FT923922785,"RTTS_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"RTTS_ORD_FW_01",,,,1761960316728516467,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100053400,,,fw,,,,,notice,1,,,connect,,"Central Management connectivity is active",,,,,0100053400,,,,704042662,,,,,,,,,,,"Connected to FortiManager ::ffff:172.28.174.31",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Central Management connectivity is active",,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,success,,,system,,,,,,,,"10:25:17",16,1761992717,0,,,,,,,,,,,,,event,"+0900",,,,,,,,,MGT,Fortinet,connect,,"Fortinet Firewall",success,,,,,,,,,
"Nov  1 10:25:55 172.24.176.50 logver=704042662 timestamp=1761992237 devname=""RTTS_ORD_FW_01"" devid=""FG200FT923922785"" vd=""MGT"" date=2025-11-01 time=10:17:17 eventtime=1761959836816133726 tz=""+0900"" logid=""0100053401"" type=""event"" subtype=""system"" level=""warning"" logdesc=""Central Management connectivity is inactive"" action=""connect"" status=""failure"" msg=""Tunnel to FortiManager is down""","2025-11-01T10:25:55.000+0900",,,,,,,,,,,,,,"Tunnel to FortiManager is down",,,,,,,,,,,,,,,,,,"2025-11-01",10,1,25,november,55,saturday,2025,local,,,,,,,,,,,FG200FT923922785,"RTTS_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"RTTS_ORD_FW_01",,,,1761959836816133726,"err0r ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100053401,,,fw,,,,,warning,1,,,connect,,"Central Management connectivity is inactive",,,,,0100053401,,,,704042662,,,,,,,,,,,"Tunnel to FortiManager is down",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Central Management connectivity is inactive",,,,,,,,,,,,,medium,4,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,failure,,,system,,error,,,error,,,"10:17:17",16,1761992237,0,,,,,,,,,,,,,event,"+0900",,,,,,,,,MGT,Fortinet,connect,,"Fortinet Firewall",failure,,,,,,,,,
"Nov  1 10:25:55 172.24.176.50 logver=704042662 timestamp=1761991975 devname=""RTTS_ORD_FW_01"" devid=""FG200FT923922785"" vd=""MGT"" date=2025-11-01 time=10:12:55 eventtime=1761959575047346904 tz=""+0900"" logid=""0100022903"" type=""event"" subtype=""system"" level=""critical"" logdesc=""FortiAnalyzer connection failed"" action=""connect"" status=""failure"" reason=""tcps connect error"" msg=""Failed to connect FortiAnalyzer 172.24.176.50""","2025-11-01T10:25:55.000+0900",,,,,,,,,,,,,,"Failed to connect FortiAnalyzer 172.24.176.50",,,,,,,,,,,,,,,,,,"2025-11-01",10,1,25,november,55,saturday,2025,local,,,,,,,,,,,FG200FT923922785,"RTTS_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"RTTS_ORD_FW_01",,,,1761959575047346904,"err0r ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100022903,,,fw,,,,,critical,1,,,connect,,"FortiAnalyzer connection failed",,,,,0100022903,,,,704042662,,,,,,,,,,,"Failed to connect FortiAnalyzer 172.24.176.50",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,"tcps connect error",,,,"FortiAnalyzer connection failed",,,,,,,,,,,,,critical,2,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,failure,,,system,,error,,,error,,,"10:12:55",16,1761991975,0,,,,,,,,,,,,,event,"+0900",,,,,,,,,MGT,Fortinet,connect,,"Fortinet Firewall",failure,,,,,,,,,
"Nov  1 10:25:55 172.24.176.50 logver=704042662 timestamp=1761991965 devname=""RTTS_ORD_FW_01"" devid=""FG200FT923922785"" vd=""MGT"" date=2025-11-01 time=10:12:45 eventtime=1761959565526536185 tz=""+0900"" logid=""0100022902"" type=""event"" subtype=""system"" level=""notice"" logdesc=""FortiAnalyzer connection down"" action=""disconnect"" status=""success"" reason=""connection close"" msg=""Disconnected from FortiAnalyzer 172.24.176.50""","2025-11-01T10:25:55.000+0900",,,,,,,,,,,,,,"Disconnected from FortiAnalyzer 172.24.176.50",,,,,,,,,,,,,,,,,,"2025-11-01",10,1,25,november,55,saturday,2025,local,,,,,,,,,,,FG200FT923922785,"RTTS_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"RTTS_ORD_FW_01",,,,1761959565526536185,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100022902,,,fw,,,,,notice,1,,,disconnect,,"FortiAnalyzer connection down",,,,,0100022902,,,,704042662,,,,,,,,,,,"Disconnected from FortiAnalyzer 172.24.176.50",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,"connection close",,,,"FortiAnalyzer connection down",,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,success,,,system,,,,,,,,"10:12:45",16,1761991965,0,,,,,,,,,,,,,event,"+0900",,,,,,,,,MGT,Fortinet,disconnect,,"Fortinet Firewall",success,,,,,,,,,
"Nov  1 09:57:32 172.28.174.30 timestamp=1761958649 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761958649 date=""2025-11-01"" time=""09:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=448/sec, msgrate=156/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=448 msgrate=156 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=11 diskusage=1 disk2usage=0","2025-11-01T09:57:32.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=448/sec, msgrate=156/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",9,1,57,november,32,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",09,,,fw,,,1761958649,,,1,,,Stats,0001010081,,,,,,09,448,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=448/sec, msgrate=156/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",156,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"09:57:29",16,1761958649,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 08:59:33 172.28.174.30 timestamp=1761955167 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761955167 date=""2025-11-01"" time=""08:59:27"" tz=""+0900"" log_id=""0028037013"" type=""event"" subtype=""fazsys"" pri=""warning"" desc=""User login failed"" user=""system"" userfrom=""system"" msg=""Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password."" operation=""Log In"" performed_on="""" changes=""Failed to login."" action=""fail""","2025-11-01T08:59:33.000+0900",,,,,,,,,,,,,,"Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,,"Failed to login.",,,,,,,,,"2025-11-01",8,1,59,november,33,saturday,2025,local,"User login failed",,,,,,,,,,FAZ3KGT223000012,".self",,,,,,,,,,,,,,,,,,,,,,,".self",,,,,"err0r ftnt_fortigate ftnt_fortigate_event",,,,,,,,,"172.28.174.30",08,,,fw,,,1761955167,,,1,,,fail,0028037013,,,,,,08,,,,,,,,,,,,,,,"Device PYD_ASN_FW_01 login failed for restapi request due to invalid user/password.",,,,,,,,"Log In",,,,,,,,,,,,,warning,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,fazsys,,error,,,error,,,"08:59:27",16,1761955167,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,fail,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 07:57:34 172.28.174.30 timestamp=1761951449 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761951449 date=""2025-11-01"" time=""07:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=446/sec, msgrate=153/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=446 msgrate=153 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=11 diskusage=1 disk2usage=0","2025-11-01T07:57:34.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=446/sec, msgrate=153/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-01",7,1,57,november,34,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",07,,,fw,,,1761951449,,,1,,,Stats,0001010081,,,,,,07,446,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=446/sec, msgrate=153/sec, CPU usage(1%), Memory usage(11%), Disk usage(1%)",153,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"07:57:29",16,1761951449,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  1 06:57:33 172.28.174.30 timestamp=1761947849 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1761947849 date=""2025-11-01"" time=""06:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=398/sec, msgrate=129/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=398 msgrate=129 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=11 diskusage=1 disk2usage=0","2025-11-01T06:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=398/sec, msgrate=129/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-01",6,1,57,november,33,saturday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",06,,,fw,,,1761947849,,,1,,,Stats,0001010081,,,,,,06,398,42000,60000,,,,,,,,,11,,,"System performance status: log rate low (1%), lograte=398/sec, msgrate=129/sec, CPU usage(0%), Memory usage(11%), Disk usage(1%)",129,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"06:57:29",16,1761947849,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Oct 31 20:53:47 172.28.174.30 logver=704042662 timestamp=1761944021 devname=""PHQ_MPR_FW_01"" devid=""FG10E0TB23900297"" vd=""Members"" date=2025-10-31 time=20:53:41 eventtime=1761911615946375038 tz=""+0900"" logid=""0002000012"" type=""traffic"" subtype=""multicast"" level=""notice"" srcip=177.23.180.18 srcport=37428 srcintf=""port31"" srcintfrole=""undefined"" dstip=239.29.30.19 dstport=20202 dstintf=""port32"" dstintfrole=""undefined"" srccountry=""Brazil"" dstcountry=""Reserved"" sessionid=1069363 proto=17 action=""accept"" policyid=39 policytype=""multicast-policy"" poluuid=""ea3c8bde-91c8-51ef-7e3c-99f1967f5180"" policyname=""NXTA-COM Statistics"" service=""udp/20202"" trandisp=""noop"" duration=228 sentbyte=36860 rcvdbyte=0 sentpkt=485 rcvdpkt=0 appcat=""unscanned""","2025-10-31T20:53:47.000+0900",allowed,,,,"udp/20202",unscanned,,,,,,,,,36860,0,36860,,,,,,,,,,,,,,,"2025-10-31",20,31,53,october,47,friday,2025,local,,"239.29.30.19",port32,"239.29.30.19",,,20202,,,undefined,FG10E0TB23900297,"PHQ_MPR_FW_01",,,,,,,Reserved,,,,,port32,undefined,"239.29.30.19",,,20202,,,,228,,"PHQ_MPR_FW_01",,,,1761911615946375038,"ftnt_fortigate ftnt_fortigate_traffic watchlist website_watchlist",,,,,,accept,,,"172.28.174.30",,,,fw,,,,,notice,1,,,,,,,,,,0002000012,,,,704042662,,,,,,,,,,,,,,,,,,,,,,485,0,485,,,,39,"NXTA-COM Statistics","multicast-policy","ea3c8bde-91c8-51ef-7e3c-99f1967f5180",,Firewall,704042662,,17,ip,ipv4,,0,,0,,,,,,,,"ea3c8bde-91c8-51ef-7e3c-99f1967f5180",39,36860,,485,,,"udp/20202",1069363,1069363,,,,,,"udp:9514","fortigate_traffic",,"PYD_INT_LOG01",,"177.23.180.18",port31,"177.23.180.18",,,,37428,,,37428,,,,undefined,Brazil,,port31,undefined,"177.23.180.18",,37428,,,,,,,,,multicast,,"communicate
network",,,"communicate
network",,,"20:53:41",16,1761944021,0,,,noop,,,,udp,,,,,,traffic,"+0900",,,,,,,,,Members,Fortinet,accept,,"Fortinet Firewall",,,,,,,,,,
